Language,Component_Type,Path,Name,Status,Notes
Chinese_traditional,File,languages/chinese_traditional/domain/zh_tw_fallbacks.py,zh_tw_fallbacks.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/domain/zh_tw_patterns.py,zh_tw_patterns.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/domain/zh_tw_prompt_builder.py,zh_tw_prompt_builder.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/domain/zh_tw_response_parser.py,zh_tw_response_parser.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/domain/zh_tw_validator.py,zh_tw_validator.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/__init__.py,__init__.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_aspect_markers.yaml,zh_tw_aspect_markers.yaml,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_common_classifiers.yaml,zh_tw_common_classifiers.yaml,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_grammatical_roles.yaml,zh_tw_grammatical_roles.yaml,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_modal_particles.yaml,zh_tw_modal_particles.yaml,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_patterns.yaml,zh_tw_patterns.yaml,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_structural_particles.yaml,zh_tw_structural_particles.yaml,Completed,
Chinese_traditional,File,languages/chinese_traditional/infrastructure/data/zh_tw_word_meanings.json,zh_tw_word_meanings.json,Completed,
Chinese_traditional,File,languages/chinese_traditional/tests/__init__.py,__init__.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/tests/test_gold_standard_comparison.py,test_gold_standard_comparison.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/tests/test_performance.py,test_performance.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/tests/test_regression.py,test_regression.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/tests/test_system.py,test_system.py,Completed,
Chinese_traditional,File,languages/chinese_traditional/tests/test_zh_tw_analyzer.py,test_zh_tw_analyzer.py,Completed,
Chinese_traditional,Method,languages/chinese_traditional/zh_tw_analyzer.py,AnalysisRequest,Completed,
Chinese_traditional,Method,languages/chinese_traditional/zh_tw_analyzer.py,AnalysisResult,Completed,
Chinese_traditional,Method,languages/chinese_traditional/zh_tw_analyzer.py,BatchAnalysisResult,Completed,
Chinese_traditional,Method,languages/chinese_traditional/zh_tw_analyzer.py,ZhTwAnalyzer,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_config.py,ComplexityLevel,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_config.py,ZhTwConfig,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_fallbacks.py,ZhTwFallbacks,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_patterns.py,PatternMatch,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_patterns.py,ZhTwPatterns,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_prompt_builder.py,ZhTwPromptBuilder,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_response_parser.py,ParsedWord,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_response_parser.py,ParsedSentence,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_response_parser.py,ParseResult,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_response_parser.py,ZhTwResponseParser,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_validator.py,ValidationResult,Completed,
Chinese_traditional,Method,languages/chinese_traditional/domain/zh_tw_validator.py,ZhTwValidator,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_gold_standard_comparison.py,TestZhTwAnalyzerGoldStandardComparison,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_performance.py,TestZhTwAnalyzerPerformance,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_regression.py,TestZhTwAnalyzerRegression,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_system.py,TestZhTwAnalyzerSystem,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_zh_tw_analyzer.py,TestZhTwAnalyzer,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_zh_tw_analyzer.py,TestZhTwConfig,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_zh_tw_analyzer.py,TestZhTwPatterns,Completed,
Chinese_traditional,Method,languages/chinese_traditional/tests/test_zh_tw_analyzer.py,TestIntegration,Completed,
Chinese_traditional,Method,languages/chinese_traditional/zh_tw_analyzer.py,get_sentence_generation_prompt,Completed,Custom Chinese Traditional-specific prompt with Pinyin transcription and Chinese linguistic features
German,Folder,languages/german/domain,domain,Completed,
German,Folder,languages/german/infrastructure,infrastructure,Completed,
German,Folder,languages/german/infrastructure/data,data,Completed,
German,Folder,languages/german/tests,tests,Completed,
German,File,languages/german/__init__.py,__init__.py,Completed,
German,File,languages/german/de_analyzer.py,de_analyzer.py,Completed,
German,File,languages/german/de_grammar_concepts.md,de_grammar_concepts.md,Completed,
German,File,languages/german/domain/__init__.py,__init__.py,Completed,
German,File,languages/german/domain/de_analyzer.py,de_analyzer.py,Completed,
German,File,languages/german/domain/de_config.py,de_config.py,Completed,
German,File,languages/german/domain/de_prompt_builder.py,de_prompt_builder.py,Completed,
German,File,languages/german/domain/de_response_parser.py,de_response_parser.py,Completed,
German,File,languages/german/domain/de_validator.py,de_validator.py,Completed,
German,File,languages/german/infrastructure/__init__.py,__init__.py,Completed,
German,File,languages/german/infrastructure/data/de_case_patterns.yaml,de_case_patterns.yaml,Completed,
German,File,languages/german/infrastructure/data/de_gender_patterns.yaml,de_gender_patterns.yaml,Completed,
German,File,languages/german/infrastructure/data/de_grammatical_roles.yaml,de_grammatical_roles.yaml,Completed,
German,File,languages/german/infrastructure/data/de_verb_conjugations.yaml,de_verb_conjugations.yaml,Completed,
German,File,languages/german/infrastructure/de_fallbacks.py,de_fallbacks.py,Completed,
German,File,languages/german/tests/__init__.py,__init__.py,Completed,
German,File,languages/german/test_de_analyzer.py,test_de_analyzer.py,Completed,
German,File,languages/german/test_mein_sentences.py,test_mein_sentences.py,Completed,
German,Method,languages/german/de_analyzer.py,DeAnalyzer,Completed,
German,Method,languages/german/domain/de_analyzer.py,GrammarAnalysisResult,Completed,
German,Method,languages/german/domain/de_analyzer.py,WordAnalysis,Completed,
German,Method,languages/german/domain/de_analyzer.py,DeAnalyzer,Completed,
German,Method,languages/german/domain/de_config.py,DeConfig,Completed,
German,Method,languages/german/domain/de_prompt_builder.py,DePromptBuilder,Completed,
German,Method,languages/german/domain/de_response_parser.py,DeResponseParser,Completed,
German,Method,languages/german/domain/de_validator.py,DeValidator,Completed,
German,Method,languages/german/infrastructure/de_fallbacks.py,DeFallbacks,Completed,
German,Method,languages/german/test_de_analyzer.py,TestDeAnalyzer,Completed,
German,Method,languages/german/test_mein_sentences.py,load_api_key,Completed,
German,Method,languages/german/test_mein_sentences.py,test_mein_sentences,Completed,
German,Method,languages/german/de_analyzer.py,get_sentence_generation_prompt,Completed,Custom German-specific prompt with IPA transcription and German linguistic features (cases, separable verbs)
Hindi,Folder,languages/hindi/domain,domain,Completed,
Hindi,Folder,languages/hindi/infrastructure,infrastructure,Completed,
Hindi,Folder,languages/hindi/infrastructure/data,data,Completed,
Hindi,Folder,languages/hindi/tests,tests,Completed,
Hindi,File,languages/hindi/__init__.py,__init__.py,Completed,
Hindi,File,languages/hindi/hi_analyzer.py,hi_analyzer.py,Completed,
Hindi,File,languages/hindi/hi_analyzer_enhancement.md,hi_analyzer_enhancement.md,Completed,
Hindi,File,languages/hindi/hi_grammar_concepts.md,hi_grammar_concepts.md,Completed,
Hindi,File,languages/hindi/domain/__init__.py,__init__.py,Completed,
Hindi,File,languages/hindi/domain/hi_config.py,hi_config.py,Completed,
Hindi,File,languages/hindi/domain/hi_fallbacks.py,hi_fallbacks.py,Completed,
Hindi,File,languages/hindi/domain/hi_patterns.py,hi_patterns.py,Completed,
Hindi,File,languages/hindi/domain/hi_prompt_builder.py,hi_prompt_builder.py,Completed,
Hindi,File,languages/hindi/domain/hi_response_parser.py,hi_response_parser.py,Completed,
Hindi,File,languages/hindi/domain/hi_validator.py,hi_validator.py,Completed,
Hindi,File,languages/hindi/infrastructure/__init__.py,__init__.py,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_case_markers.yaml,hi_case_markers.yaml,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_common_postpositions.yaml,hi_common_postpositions.yaml,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_gender_markers.yaml,hi_gender_markers.yaml,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_grammatical_roles.yaml,hi_grammatical_roles.yaml,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_honorific_markers.yaml,hi_honorific_markers.yaml,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_patterns.yaml,hi_patterns.yaml,Completed,
Hindi,File,languages/hindi/infrastructure/data/hi_word_meanings.json,hi_word_meanings.json,Completed,
Hindi,File,languages/hindi/tests/__init__.py,__init__.py,Completed,
Hindi,File,languages/hindi/tests/test_gold_standard_comparison.py,test_gold_standard_comparison.py,Completed,
Hindi,File,languages/hindi/tests/test_performance.py,test_performance.py,Completed,
Hindi,File,languages/hindi/tests/test_regression.py,test_regression.py,Completed,
Hindi,File,languages/hindi/tests/test_system.py,test_system.py,Completed,
Hindi,Method,languages/hindi/hi_analyzer.py,HiAnalyzer,Completed,
Hindi,Method,languages/hindi/domain/hi_config.py,ComplexityLevel,Completed,
Hindi,Method,languages/hindi/domain/hi_config.py,GrammaticalRole,Completed,
Hindi,Method,languages/hindi/domain/hi_config.py,HiConfig,Completed,
Hindi,Method,languages/hindi/domain/hi_fallbacks.py,HiFallbacks,Completed,
Hindi,Method,languages/hindi/domain/hi_patterns.py,HiPatterns,Completed,
Hindi,Method,languages/hindi/domain/hi_prompt_builder.py,HiPromptBuilder,Completed,
Hindi,Method,languages/hindi/domain/hi_response_parser.py,HiResponseParser,Completed,
Hindi,Method,languages/hindi/domain/hi_validator.py,HiValidator,Completed,
Hindi,Method,languages/hindi/tests/test_gold_standard_comparison.py,TestHiAnalyzerGoldStandardComparison,Completed,
Hindi,Method,languages/hindi/tests/test_performance.py,TestHiAnalyzerPerformance,Completed,
Hindi,Method,languages/hindi/tests/test_regression.py,TestHiAnalyzerRegression,Completed,
Hindi,Method,languages/hindi/tests/test_system.py,TestHiAnalyzerSystem,Completed,
Hindi,Method,languages/hindi/hi_analyzer.py,get_sentence_generation_prompt,Completed,Custom Hindi-specific prompt with Romanization and Hindi linguistic features (postpositions, gender agreement)
Spanish,Folder,languages/spanish/domain,domain,Completed,
Spanish,Folder,languages/spanish/infrastructure,infrastructure,Completed,
Spanish,Folder,languages/spanish/infrastructure/data,data,Completed,
Spanish,Folder,languages/spanish/tests,tests,Completed,
Spanish,File,languages/spanish/__init__.py,__init__.py,Completed,
Spanish,File,languages/spanish/es_analyzer.py,es_analyzer.py,Completed,
Spanish,File,languages/spanish/es_grammar_concepts.md,es_grammar_concepts.md,Completed,
Spanish,File,languages/spanish/domain/__init__.py,__init__.py,Completed,
Spanish,File,languages/spanish/domain/es_config.py,es_config.py,Completed,
Spanish,File,languages/spanish/domain/es_prompt_builder.py,es_prompt_builder.py,Completed,
Spanish,File,languages/spanish/domain/es_response_parser.py,es_response_parser.py,Completed,
Spanish,File,languages/spanish/domain/es_validator.py,es_validator.py,Completed,
Spanish,File,languages/spanish/infrastructure/__init__.py,__init__.py,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_agreement_patterns.yaml,es_agreement_patterns.yaml,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_clitic_patterns.yaml,es_clitic_patterns.yaml,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_grammatical_roles.yaml,es_grammatical_roles.yaml,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_prep_distinctions.yaml,es_prep_distinctions.yaml,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_verb_conjugations.yaml,es_verb_conjugations.yaml,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_word_meanings.json,es_word_meanings.json,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_word_meanings.json.backup,es_word_meanings.json.backup,Completed,
Spanish,File,languages/spanish/infrastructure/data/es_word_meanings_fixed.json,es_word_meanings_fixed.json,Completed,
Spanish,File,languages/spanish/infrastructure/es_fallbacks.py,es_fallbacks.py,Completed,
Spanish,File,languages/spanish/tests/__init__.py,__init__.py,Completed,
Spanish,File,languages/spanish/tests/conftest.py,conftest.py,Completed,
Spanish,File,languages/spanish/tests/test_es_analyzer.py,test_es_analyzer.py,Completed,
Spanish,File,languages/spanish/tests/test_es_config.py,test_es_config.py,Completed,
Spanish,File,languages/spanish/tests/test_es_prompt_builder.py,test_es_prompt_builder.py,Completed,
Spanish,File,languages/spanish/tests/test_es_response_parser.py,test_es_response_parser.py,Completed,
Spanish,File,languages/spanish/tests/test_es_validator.py,test_es_validator.py,Completed,
Spanish,File,languages/spanish/tests/test_integration.py,test_integration.py,Completed,
Spanish,Method,languages/spanish/es_analyzer.py,EsAnalyzer,Completed,
Spanish,Method,languages/spanish/domain/es_config.py,EsConfig,Completed,
Spanish,Method,languages/spanish/domain/es_prompt_builder.py,EsPromptBuilder,Completed,
Spanish,Method,languages/spanish/domain/es_response_parser.py,EsResponseParser,Completed,
Spanish,Method,languages/spanish/domain/es_validator.py,EsValidator,Completed,
Spanish,Method,languages/spanish/infrastructure/es_fallbacks.py,EsFallbacks,Completed,
Spanish,Method,languages/spanish/tests/conftest.py,spanish_config,Completed,
Spanish,Method,languages/spanish/tests/conftest.py,spanish_analyzer,Completed,
Spanish,Method,languages/spanish/tests/test_es_analyzer.py,TestEsAnalyzer,Completed,
Spanish,Method,languages/spanish/tests/test_es_config.py,TestEsConfig,Completed,
Spanish,Method,languages/spanish/tests/test_es_prompt_builder.py,TestEsPromptBuilder,Completed,
Spanish,Method,languages/spanish/tests/test_es_response_parser.py,TestEsResponseParser,Completed,
Spanish,Method,languages/spanish/tests/test_es_validator.py,TestEsValidator,Completed,
Spanish,Method,languages/spanish/tests/test_integration.py,TestEsIntegration,Completed,
Spanish,Method,languages/spanish/es_analyzer.py,get_sentence_generation_prompt,Completed,Custom Spanish-specific prompt with IPA transcription and Spanish linguistic features (gender agreement, verb conjugations)
Turkish,Folder,languages/turkish/domain,domain,In Progress,
Turkish,Folder,languages/turkish/infrastructure,infrastructure,In Progress,
Turkish,Folder,languages/turkish/tests,tests,In Progress,
Turkish,File,languages/turkish/__init__.py,__init__.py,In Progress,
Turkish,File,languages/turkish/README.md,README.md,In Progress,
Turkish,File,languages/turkish/tr_analyzer.py,tr_analyzer.py,In Progress,
Turkish,File,languages/turkish/tr_demo.py,tr_demo.py,In Progress,
Turkish,File,languages/turkish/tr_grammar_concepts.md,tr_grammar_concepts.md,In Progress,
Turkish,File,languages/turkish/domain/__init__.py,__init__.py,In Progress,
Turkish,File,languages/turkish/domain/tr_config.py,tr_config.py,In Progress,
Turkish,File,languages/turkish/domain/tr_prompt_builder.py,tr_prompt_builder.py,In Progress,
Turkish,File,languages/turkish/domain/tr_response_parser.py,tr_response_parser.py,In Progress,
Turkish,File,languages/turkish/domain/tr_validator.py,tr_validator.py,In Progress,
Turkish,File,languages/turkish/infrastructure/__init__.py,__init__.py,In Progress,
Turkish,File,languages/turkish/infrastructure/tr_analyzer_infrastructure.py,tr_analyzer_infrastructure.py,In Progress,
Turkish,File,languages/turkish/tests/__init__.py,__init__.py,In Progress,
Turkish,File,languages/turkish/tests/tr_analyzer_tests.py,tr_analyzer_tests.py,In Progress,
Turkish,Method,languages/turkish/tr_analyzer.py,TurkishAnalyzer,In Progress,
Turkish,Method,languages/turkish/tr_demo.py,demonstrate_turkish_analyzer,In Progress,
Turkish,Method,languages/turkish/domain/tr_config.py,TurkishConfig,In Progress,
Turkish,Method,languages/turkish/domain/tr_prompt_builder.py,TurkishPromptBuilder,In Progress,
Turkish,Method,languages/turkish/domain/tr_response_parser.py,TurkishAnalysisResult,In Progress,
Turkish,Method,languages/turkish/domain/tr_response_parser.py,TurkishSentenceAnalysis,In Progress,
Turkish,Method,languages/turkish/domain/tr_response_parser.py,TurkishResponseParser,In Progress,
Turkish,Method,languages/turkish/domain/tr_validator.py,ValidationIssue,In Progress,
Turkish,Method,languages/turkish/domain/tr_validator.py,ValidationResult,In Progress,
Turkish,Method,languages/turkish/domain/tr_validator.py,TurkishValidator,In Progress,
Turkish,Method,languages/turkish/infrastructure/tr_analyzer_infrastructure.py,AnalysisRequest,In Progress,
Turkish,Method,languages/turkish/infrastructure/tr_analyzer_infrastructure.py,AnalysisResponse,In Progress,
Turkish,Method,languages/turkish/infrastructure/tr_analyzer_infrastructure.py,TurkishAnalyzerInfrastructure,In Progress,
Turkish,Method,languages/turkish/tests/tr_analyzer_tests.py,TestTurkishConfig,In Progress,
Turkish,Method,languages/turkish/tests/tr_analyzer_tests.py,TestTurkishPromptBuilder,In Progress,
Turkish,Method,languages/turkish/tests/tr_analyzer_tests.py,TestAnalysisRequest,In Progress,
Zh,Folder,languages/zh/domain,domain,Completed,
Zh,Folder,languages/zh/infrastructure,infrastructure,Completed,
Zh,Folder,languages/zh/infrastructure/data,data,Completed,
Zh,Folder,languages/zh/tests,tests,Completed,
Zh,File,languages/zh/__init__.py,__init__.py,Completed,
Zh,File,languages/zh/zh_analyzer.py,zh_analyzer.py,Completed,
Zh,File,languages/zh/zh_analyzer_documentation.md,zh_analyzer_documentation.md,Completed,
Zh,File,languages/zh/zh_grammar_concepts.md,zh_grammar_concepts.md,Completed,
Zh,File,languages/zh/domain/__init__.py,__init__.py,Completed,
Zh,File,languages/zh/domain/zh_config.py,zh_config.py,Completed,
Zh,File,languages/zh/domain/zh_fallbacks.py,zh_fallbacks.py,Completed,
Zh,File,languages/zh/domain/zh_patterns.py,zh_patterns.py,Completed,
Zh,File,languages/zh/domain/zh_prompt_builder.py,zh_prompt_builder.py,Completed,
Zh,File,languages/zh/domain/zh_response_parser.py,zh_response_parser.py,Completed,
Zh,File,languages/zh/domain/zh_validator.py,zh_validator.py,Completed,
Zh,File,languages/zh/infrastructure/__init__.py,__init__.py,Completed,
Zh,File,languages/zh/infrastructure/data/zh_aspect_markers.yaml,zh_aspect_markers.yaml,Completed,
Zh,File,languages/zh/infrastructure/data/zh_common_classifiers.yaml,zh_common_classifiers.yaml,Completed,
Zh,File,languages/zh/infrastructure/data/zh_grammatical_roles.yaml,zh_grammatical_roles.yaml,Completed,
Zh,File,languages/zh/infrastructure/data/zh_modal_particles.yaml,zh_modal_particles.yaml,Completed,
Zh,File,languages/zh/infrastructure/data/zh_patterns.yaml,zh_patterns.yaml,Completed,
Zh,File,languages/zh/infrastructure/data/zh_structural_particles.yaml,zh_structural_particles.yaml,Completed,
Zh,File,languages/zh/infrastructure/data/zh_word_meanings.json,zh_word_meanings.json,Completed,
Zh,File,languages/zh/tests/__init__.py,__init__.py,Completed,
Zh,File,languages/zh/tests/test_gold_standard_comparison.py,test_gold_standard_comparison.py,Completed,
Zh,File,languages/zh/tests/test_performance.py,test_performance.py,Completed,
Zh,File,languages/zh/tests/test_regression.py,test_regression.py,Completed,
Zh,File,languages/zh/tests/test_system.py,test_system.py,Completed,
Zh,File,languages/zh/tests/test_zh_analyzer.py,test_zh_analyzer.py,Completed,
Zh,Method,languages/zh/zh_analyzer.py,ZhAnalyzer,Completed,
Zh,Method,languages/zh/domain/zh_config.py,ComplexityLevel,Completed,
Zh,Method,languages/zh/domain/zh_config.py,GrammaticalRole,Completed,
Zh,Method,languages/zh/domain/zh_config.py,ZhConfig,Completed,
Zh,Method,languages/zh/domain/zh_fallbacks.py,ZhFallbacks,Completed,
Zh,Method,languages/zh/domain/zh_patterns.py,ZhPatterns,Completed,
Zh,Method,languages/zh/domain/zh_prompt_builder.py,ZhPromptBuilder,Completed,
Zh,Method,languages/zh/domain/zh_response_parser.py,ZhResponseParser,Completed,
Zh,Method,languages/zh/domain/zh_validator.py,ZhValidator,Completed,
Zh,Method,languages/zh/tests/test_gold_standard_comparison.py,TestZhAnalyzerGoldStandardComparison,Completed,
Zh,Method,languages/zh/tests/test_performance.py,TestZhAnalyzerPerformance,Completed,
Zh,Method,languages/zh/tests/test_regression.py,TestZhAnalyzerRegression,Completed,
Zh,Method,languages/zh/tests/test_system.py,TestZhAnalyzerSystem,Completed,
Zh,Method,languages/zh/tests/test_zh_analyzer.py,TestZhAnalyzer,Completed,
